flight_id,airline_code,flight_type,aircraft_type,arrival_airport,departure_airport,gate_type,scheduled_arrival_time,scheduled_departure_time,planned_turnaround_minutes,actual_on_block_time,unloading_start_delay_minutes,unloading_duration_minutes,loading_duration_minutes,fueling_duration_minutes,cleaning_duration_minutes,catering_duration_minutes,security_check_duration_minutes,cargo_weight_kg,cargo_volume_cbm,number_of_uld_containers,special_cargo_flag,hazardous_goods_flag,assigned_ground_crew_count,available_ground_crew_count,average_crew_experience_years,crew_utilization_percent,airport_congestion_index,gate_occupancy_percent,equipment_availability_percent,simultaneous_flights_at_terminal,weather_condition,visibility_km,wind_speed_kmh,weather_severity_score,maintenance_required_flag,maintenance_delay_minutes,aircraft_avg_turnaround_minutes,gate_avg_turnaround_minutes,airline_avg_turnaround_minutes,actual_turnaround_minutes,actual_off_block_time,turnaround_delay_minutes
FL002507,British,International,B777,CCU,HYD,Remote,2024-03-24 17:00,2024-03-24 18:58,118,2024-03-24 17:20,1,43,31,33,31,35,12,16782,17.9,2,0,0,18,18,2.4,81.0,6,56.6,93.9,15,Cloudy,14.4,28.9,0.0,0,0,88.9,65.2,64.0,153,2024-03-24 19:53,35
FL002508,SpiceJet,International,B787,SIN,BLR,Contact,2024-07-31 14:00,2024-07-31 15:49,109,2024-07-31 14:38,4,26,39,34,31,32,16,16311,13.6,2,0,0,19,19,0.5,85.9,6,45.0,99.3,10,Clear,13.1,29.9,0.0,0,0,83.5,66.5,72.8,158,2024-07-31 17:16,49
FL002509,British,Domestic,A320,BLR,HYD,Contact,2024-09-27 13:30,2024-09-27 14:19,49,2024-09-27 13:44,0,19,25,26,15,6,11,6672,6.7,1,1,0,5,4,5.1,100.0,4,31.4,98.0,9,Rain,5.4,33.4,3.0,0,0,42.5,30.0,86.1,106,2024-09-27 15:30,57
FL002510,Lufthansa,International,A321,CCU,ORD,Contact,2024-03-01 09:30,2024-03-01 10:39,69,2024-03-01 09:43,5,16,14,32,15,10,13,14460,13.4,2,0,0,4,4,2.4,80.9,3,30.0,95.9,9,Fog,2.2,16.2,4.2,0,0,50.7,60.4,73.5,103,2024-03-01 11:26,34
FL002511,AI,Domestic,A321,DEL,BOM,Remote,2024-04-09 19:15,2024-04-09 20:11,56,2024-04-09 19:27,0,21,21,10,16,14,6,9531,11.3,1,1,0,7,4,5.7,100.0,10,77.9,93.3,19,Storm,1.4,75.2,7.9,1,5,50.1,64.7,75.9,151,2024-04-09 21:58,95
FL002512,Lufthansa,International,A321,BOM,ORD,Contact,2024-07-06 20:15,2024-07-06 21:25,70,2024-07-06 20:56,15,28,23,24,20,12,12,9752,11.3,1,0,0,9,9,7.6,79.3,9,69.7,99.3,17,Clear,16.3,20.0,0.0,0,0,54.5,52.6,65.5,127,2024-07-06 23:03,57
FL002513,SpiceJet,Domestic,A330,MAA,HYD,Contact,2024-03-28 11:15,2024-03-28 12:33,78,2024-03-28 11:20,0,31,41,40,28,13,5,11507,9.4,1,0,0,10,10,5.6,84.7,8,61.9,97.8,17,Clear,17.2,2.6,0.0,0,0,80.4,48.6,82.1,123,2024-03-28 13:23,45
FL002514,Vistara,Domestic,B787,MAA,CCU,Contact,2024-06-12 09:30,2024-06-12 10:52,82,2024-06-12 09:54,1,33,35,35,35,18,6,14556,13.3,2,0,0,11,10,3.7,94.6,6,43.1,96.4,16,Clear,23.5,23.0,1.6,0,0,71.7,59.7,47.7,121,2024-06-12 11:55,39
FL002515,Emirates,International,B737,BOM,MAA,Contact,2024-03-31 10:45,2024-03-31 11:45,60,2024-03-31 10:47,3,19,12,16,17,17,12,8958,7.4,1,1,0,4,2,4.8,100.0,4,36.3,96.0,9,Cloudy,21.5,15.5,1.2,0,0,36.4,70.9,66.9,106,2024-03-31 12:33,46
FL002516,Lufthansa,Domestic,A350,DEL,BLR,Contact,2024-01-18 19:15,2024-01-18 20:47,92,2024-01-18 19:22,4,33,32,36,33,14,6,12360,14.7,2,0,0,12,9,4.0,100.0,5,43.6,93.1,11,Clear,29.6,19.3,0.0,0,0,91.7,51.5,55.2,136,2024-01-18 21:38,44
FL002517,AI,Domestic,A321,DEL,BOM,Contact,2024-02-27 08:00,2024-02-27 08:46,46,2024-02-27 08:06,1,29,19,19,19,12,6,7179,6.1,1,0,0,6,6,2.8,84.3,7,60.5,93.8,16,Clear,21.2,23.4,0.0,0,0,45.6,77.5,63.8,95,2024-02-27 09:41,49
FL002518,Vistara,International,B787,BOM,MAA,Contact,2024-01-09 09:30,2024-01-09 11:16,106,2024-01-09 09:27,2,32,35,45,24,24,12,15727,15.3,2,0,0,13,13,5.2,80.3,5,41.5,80.2,12,Clear,8.4,27.6,0.0,0,0,80.5,87.9,55.3,141,2024-01-09 11:48,35
FL002519,Qatar,Domestic,A320,HYD,CCU,Contact,2024-11-10 21:00,2024-11-10 21:54,54,2024-11-10 21:23,0,17,9,27,5,14,10,9161,9.7,1,0,0,8,8,8.8,86.7,3,30.0,97.3,4,Clear,19.5,28.1,0.0,0,0,35.5,70.5,72.8,68,2024-11-10 22:31,14
FL002520,Singapore,International,B787,BOM,MAA,Contact,2024-10-04 09:45,2024-10-04 11:35,110,2024-10-04 10:15,0,29,39,44,30,29,12,16263,17.8,2,0,0,16,16,6.4,93.7,2,30.0,98.6,6,Clear,9.9,6.6,1.4,0,0,69.6,80.1,59.0,146,2024-10-04 12:41,36
FL002521,Qatar,Domestic,B737,DEL,MAA,Contact,2024-09-19 18:30,2024-09-19 19:24,54,2024-09-19 18:56,0,14,20,19,15,9,8,7463,6.3,1,0,0,10,8,9.9,100.0,8,62.7,98.6,17,Rain,5.1,49.0,3.0,0,0,41.1,70.3,71.0,84,2024-09-19 20:20,30
FL002522,AI,International,A320,DEL,FRA,Contact,2024-08-20 14:45,2024-08-20 15:48,63,2024-08-20 14:56,1,22,13,17,17,9,8,6876,6.3,1,0,0,9,9,2.7,82.8,5,34.3,98.7,14,Rain,5.5,26.8,4.2,0,0,48.2,71.9,49.0,86,2024-08-20 16:22,23
FL002523,IndiGo,International,A321,MAA,HYD,Contact,2024-07-19 08:15,2024-07-19 09:19,64,2024-07-19 08:44,2,26,21,26,15,23,14,10340,12.0,2,0,0,8,8,2.0,86.7,2,30.0,98.8,6,Clear,20.3,4.3,1.7,1,55,50.9,94.1,75.2,172,2024-07-19 11:36,108
FL002524,SpiceJet,Domestic,A321,CCU,HYD,Contact,2024-07-10 13:30,2024-07-10 14:16,46,2024-07-10 13:20,0,26,21,24,15,7,5,10417,10.2,1,0,0,6,6,10.8,84.8,5,33.9,99.1,11,Cloudy,10.4,7.7,0.0,0,0,47.1,77.2,59.2,79,2024-07-10 14:39,33
FL002525,British,Domestic,B777,MAA,CCU,Remote,2024-12-16 15:00,2024-12-16 16:36,96,2024-12-16 15:28,1,37,41,49,21,20,5,15615,13.4,2,0,0,13,13,4.8,95.8,3,30.0,96.6,4,Clear,8.3,15.1,0.0,0,0,84.5,73.6,64.4,170,2024-12-16 18:18,74
FL002526,IndiGo,International,A320,HYD,BLR,Contact,2024-11-27 13:00,2024-11-27 13:58,58,2024-11-27 13:26,7,15,20,19,13,15,11,8092,8.6,1,0,0,4,4,2.7,95.8,4,30.0,99.4,11,Clear,15.2,2.0,0.0,0,0,43.8,50.9,59.4,93,2024-11-27 14:59,35
FL002527,IndiGo,Domestic,B777,HYD,BLR,Contact,2024-08-30 16:45,2024-08-30 18:20,95,2024-08-30 17:08,2,31,30,41,29,15,12,18189,15.9,2,0,0,15,15,5.4,83.5,7,49.0,99.7,15,Clear,22.5,16.9,0.4,0,0,93.4,78.6,81.3,135,2024-08-30 19:23,40
FL002528,United,Domestic,B777,DEL,MAA,Contact,2024-09-01 07:15,2024-09-01 08:47,92,2024-09-01 07:31,1,36,40,48,27,19,11,14554,12.8,2,0,0,17,17,4.1,89.0,6,40.7,95.0,15,Clear,13.6,1.6,0.0,0,0,88.5,49.0,75.1,154,2024-09-01 10:05,62
FL002529,AI,International,B777,LHR,FRA,Remote,2024-06-23 05:00,2024-06-23 06:55,115,2024-06-23 05:22,0,38,36,44,29,39,12,14370,15.4,2,0,0,17,17,0.8,87.6,5,42.5,99.0,10,Clear,13.0,4.4,2.0,0,0,95.7,57.9,59.7,156,2024-06-23 07:58,41
FL002530,United,Domestic,B787,BOM,BLR,Remote,2024-01-14 18:15,2024-01-14 19:39,84,2024-01-14 18:27,2,31,36,29,28,18,5,14498,13.6,2,1,0,17,17,6.9,87.7,5,44.8,93.5,8,Fog,1.6,0.2,3.6,0,0,78.9,57.6,56.2,131,2024-01-14 20:38,47
FL002531,Qatar,Domestic,A320,MAA,BLR,Contact,2024-04-13 08:45,2024-04-13 09:37,52,2024-04-13 08:59,0,13,13,29,16,11,5,9725,7.9,1,0,0,11,11,0.5,90.1,5,30.3,97.7,9,Cloudy,29.0,14.1,1.5,0,0,43.8,105.6,70.9,79,2024-04-13 10:18,27
FL002532,British,International,B737,MAA,BLR,Remote,2024-08-28 18:30,2024-08-28 19:31,61,2024-08-28 18:37,8,15,21,32,15,5,12,4465,4.3,1,0,0,7,7,3.1,81.8,9,75.3,81.8,22,Clear,19.4,22.2,1.5,0,0,42.0,49.5,99.7,144,2024-08-28 21:01,83
FL002533,IndiGo,Domestic,A330,HYD,DEL,Remote,2024-07-08 13:45,2024-07-08 15:13,88,2024-07-08 13:51,1,35,34,43,21,19,8,14147,14.8,2,0,0,14,14,4.8,86.9,1,30.0,94.6,2,Clear,9.5,1.2,0.0,1,48,87.1,44.2,60.7,193,2024-07-08 17:04,105
FL002534,AI,Domestic,B737,BOM,CCU,Contact,2024-04-01 12:15,2024-04-01 13:02,47,2024-04-01 12:11,0,19,12,24,11,10,6,8448,7.9,1,0,0,6,6,9.1,84.3,8,59.9,91.4,16,Cloudy,23.3,25.0,2.2,0,0,48.9,54.3,46.2,76,2024-04-01 13:27,29
FL002535,Singapore,Domestic,B737,DEL,BLR,Remote,2024-04-23 16:45,2024-04-23 17:37,52,2024-04-23 16:35,4,23,7,27,18,11,8,9797,10.4,1,0,1,9,7,6.4,100.0,5,50.7,96.7,13,Clear,28.3,26.4,1.3,0,0,34.0,66.6,64.6,114,2024-04-23 18:29,62
FL002536,British,International,B777,CCU,DXB,Contact,2024-07-11 12:45,2024-07-11 14:43,118,2024-07-11 13:24,4,41,31,47,29,39,15,16759,19.0,3,0,0,15,15,6.9,82.7,3,30.0,89.8,9,Rain,3.3,46.5,3.4,0,0,82.6,53.9,63.7,156,2024-07-11 16:00,38
FL002537,Singapore,International,A321,LHR,MAA,Contact,2024-11-27 08:30,2024-11-27 09:36,66,2024-11-27 08:29,6,30,21,29,10,21,14,8685,7.7,1,0,0,10,8,5.3,100.0,2,30.0,69.9,4,Fog,1.4,0.2,6.3,0,0,57.1,92.8,65.6,131,2024-11-27 10:40,65
FL002538,AI,International,B777,LHR,DXB,Contact,2024-07-04 10:30,2024-07-04 12:29,119,2024-07-04 10:28,5,34,42,40,33,26,16,15625,13.2,2,0,0,16,15,6.7,88.0,8,57.7,91.8,18,Rain,6.0,35.6,5.7,0,0,92.5,58.3,85.0,193,2024-07-04 13:41,74
FL002539,Singapore,Domestic,A350,MAA,DEL,Contact,2024-03-17 15:00,2024-03-17 16:31,91,2024-03-17 15:26,1,37,34,25,29,20,5,17530,18.8,3,0,0,16,16,7.6,81.8,4,30.0,93.7,10,Clear,14.2,18.3,0.0,0,0,86.1,74.6,57.2,116,2024-03-17 17:22,25
FL002540,Singapore,Domestic,A320,DEL,HYD,Remote,2024-04-25 17:30,2024-04-25 18:21,51,2024-04-25 18:16,4,13,14,22,20,14,7,10794,10.7,1,0,0,7,4,0.7,100.0,6,55.3,98.9,14,Rain,8.0,41.7,1.1,0,0,41.0,82.1,75.5,92,2024-04-25 19:48,41
FL002541,Qatar,Domestic,A350,BOM,CCU,Contact,2024-08-26 09:15,2024-08-26 10:41,86,2024-08-26 09:42,5,35,42,36,40,20,7,14011,12.6,2,0,0,14,14,1.9,88.4,9,72.0,99.0,22,Cloudy,11.8,6.8,4.3,0,0,75.6,79.6,81.0,159,2024-08-26 12:21,73
FL002542,Singapore,Domestic,A320,BLR,BOM,Contact,2024-07-16 15:15,2024-07-16 15:55,40,2024-07-16 15:31,5,17,17,18,14,6,5,5722,6.0,1,0,0,8,8,6.7,91.9,5,39.0,94.4,8,Cloudy,14.5,27.5,0.8,0,0,47.1,64.6,72.0,75,2024-07-16 16:46,35
FL002543,British,International,B737,HYD,DXB,Contact,2024-05-01 19:00,2024-05-01 20:07,67,2024-05-01 18:57,1,18,16,31,12,20,12,8806,9.0,1,0,0,11,10,7.3,98.4,4,33.0,95.3,10,Fog,1.3,10.0,5.7,1,12,47.0,73.8,61.5,129,2024-05-01 21:06,62
FL002544,Emirates,Domestic,A350,BOM,DEL,Remote,2024-08-29 06:00,2024-08-29 07:31,91,2024-08-29 06:31,3,35,47,38,32,25,7,15132,13.8,2,0,0,15,15,4.4,91.8,2,30.0,97.4,6,Cloudy,20.7,26.7,2.6,1,5,83.8,63.4,67.7,164,2024-08-29 09:15,73
FL002545,AI,Domestic,B787,BOM,BLR,Contact,2024-12-13 08:15,2024-12-13 09:43,88,2024-12-13 08:24,7,28,37,36,27,16,8,13198,12.7,2,0,0,11,8,6.1,100.0,8,61.3,99.2,14,Cloudy,25.6,20.8,0.7,0,0,81.5,40.0,50.9,139,2024-12-13 10:43,51
FL002546,Vistara,Domestic,A350,BLR,HYD,Contact,2024-05-21 10:45,2024-05-21 12:09,84,2024-05-21 10:35,2,27,43,47,27,24,5,14446,12.4,2,0,0,14,14,5.1,90.8,7,50.2,97.4,14,Cloudy,13.1,11.9,3.2,0,0,84.7,63.8,47.3,146,2024-05-21 13:01,62
FL002547,AI,International,A330,BOM,BLR,Contact,2024-12-09 15:00,2024-12-09 16:40,100,2024-12-09 15:03,1,30,37,42,29,28,10,15302,18.1,3,0,0,19,19,5.6,85.8,4,31.0,90.4,8,Storm,1.0,54.6,7.9,0,0,76.5,59.7,54.7,157,2024-12-09 17:40,57
FL002548,SpiceJet,International,A321,BLR,LHR,Remote,2024-12-15 07:30,2024-12-15 08:44,74,2024-12-15 07:53,0,19,18,22,14,28,14,6334,5.1,1,0,0,11,9,5.7,100.0,2,30.0,97.3,7,Clear,15.2,21.8,0.0,1,81,48.1,60.0,47.3,194,2024-12-15 11:07,120
FL002549,SpiceJet,International,B777,DXB,MAA,Contact,2024-08-04 15:15,2024-08-04 17:11,116,2024-08-04 15:12,0,36,44,39,31,44,12,21966,19.2,3,0,0,16,13,7.2,100.0,10,80.6,98.6,23,Rain,5.3,48.6,3.8,0,0,95.5,67.9,54.9,206,2024-08-04 18:38,90
FL002550,AI,International,A321,DOH,DEL,Contact,2024-07-20 12:00,2024-07-20 13:04,64,2024-07-20 12:20,1,17,16,24,19,13,6,8150,8.0,1,1,0,10,8,7.2,100.0,2,30.0,92.6,6,Clear,17.4,2.9,0.0,0,0,49.4,77.0,52.4,101,2024-07-20 14:01,37
FL002551,IndiGo,Domestic,A321,MAA,CCU,Contact,2024-04-17 21:30,2024-04-17 22:20,50,2024-04-17 21:25,2,16,30,22,14,12,9,10842,8.8,1,0,0,12,12,6.4,79.5,4,33.2,97.3,11,Clear,9.1,12.7,0.7,0,0,50.2,35.6,73.8,82,2024-04-17 22:47,32
FL002552,AI,Domestic,A321,HYD,BLR,Contact,2024-10-15 09:30,2024-10-15 10:28,58,2024-10-15 09:27,0,20,22,19,11,12,7,8134,8.4,1,0,0,10,10,8.1,85.0,5,40.6,99.6,11,Cloudy,29.9,18.0,2.3,0,0,49.9,65.4,47.9,85,2024-10-15 10:52,27
FL002553,British,Domestic,B777,BLR,MAA,Contact,2024-10-16 19:45,2024-10-16 21:15,90,2024-10-16 20:05,0,38,45,41,27,23,7,15333,18.1,3,0,0,17,17,5.4,79.8,5,47.2,93.5,11,Rain,5.3,30.6,1.7,1,44,96.2,50.3,71.5,189,2024-10-16 23:14,99
FL002554,United,International,B737,LHR,BOM,Remote,2024-11-13 15:45,2024-11-13 16:43,58,2024-11-13 15:44,0,17,19,23,11,21,14,10268,8.7,1,0,0,5,5,6.9,86.3,5,31.1,89.1,14,Clear,24.5,4.4,0.0,0,0,45.8,54.9,55.4,109,2024-11-13 17:33,51
FL002555,AI,International,B787,HYD,ORD,Remote,2024-03-28 05:45,2024-03-28 07:36,111,2024-03-28 06:05,1,24,28,31,25,36,9,12235,13.9,2,0,0,15,12,2.5,100.0,3,30.0,95.3,7,Clear,26.0,1.0,0.2,0,0,74.5,67.4,61.8,149,2024-03-28 08:34,38
FL002556,United,Domestic,B777,DEL,MAA,Remote,2024-04-27 22:30,2024-04-28 00:01,91,2024-04-27 22:20,2,32,35,41,24,14,9,14825,12.9,2,0,0,16,16,2.2,83.6,4,32.0,99.7,12,Rain,6.0,45.3,1.4,0,0,82.3,59.3,72.8,137,2024-04-28 00:37,46
FL002557,Vistara,International,A320,ORD,SIN,Contact,2024-12-04 11:45,2024-12-04 12:39,54,2024-12-04 11:46,3,13,21,24,15,23,15,5186,6.0,1,1,0,9,9,7.2,85.8,3,30.0,96.4,7,Clear,26.5,25.2,1.1,0,0,53.3,60.0,38.4,95,2024-12-04 13:21,41
FL002558,IndiGo,International,B737,DOH,DEL,Contact,2024-02-04 12:30,2024-02-04 13:26,56,2024-02-04 12:50,7,19,12,17,22,14,12,7940,7.4,1,1,0,9,9,5.4,81.8,4,30.0,94.9,6,Cloudy,12.6,12.5,1.3,0,0,54.5,82.0,70.9,101,2024-02-04 14:31,45
FL002559,AI,International,A321,DOH,BLR,Contact,2024-12-24 14:00,2024-12-24 15:04,64,2024-12-24 14:38,2,26,27,27,18,19,10,10533,10.3,1,0,0,10,10,8.0,82.6,5,38.3,97.6,14,Cloudy,28.7,0.7,0.0,0,0,52.0,65.7,91.0,105,2024-12-24 16:23,41
FL002560,Vistara,International,B737,HYD,DXB,Contact,2024-02-01 18:15,2024-02-01 19:17,62,2024-02-01 18:41,0,15,15,25,14,18,13,9342,11.1,1,0,0,5,4,3.5,97.0,1,30.0,98.4,4,Clear,27.4,15.3,1.4,0,0,50.4,54.7,55.6,94,2024-02-01 20:15,32
FL002561,British,International,B787,BLR,BOM,Remote,2024-11-05 12:00,2024-11-05 13:50,110,2024-11-05 12:06,3,32,36,33,32,39,9,14786,17.6,2,0,0,14,14,5.7,94.2,6,50.9,92.0,11,Clear,17.2,27.3,0.6,0,0,91.4,61.1,77.5,168,2024-11-05 14:54,58
FL002562,Qatar,Domestic,B737,MAA,DEL,Remote,2024-07-02 10:15,2024-07-02 11:09,54,2024-07-02 10:39,6,11,11,26,15,5,9,4903,5.7,1,1,0,10,10,0.5,79.7,6,46.4,93.6,10,Cloudy,12.3,7.7,0.0,0,0,47.1,47.4,69.2,90,2024-07-02 12:09,36
FL002563,AI,International,A350,CCU,MAA,Remote,2024-02-22 12:00,2024-02-22 13:51,111,2024-02-22 12:08,0,41,36,38,32,34,13,15266,15.3,2,0,0,14,13,5.6,89.7,7,60.0,96.4,17,Clear,16.9,20.6,0.2,0,0,90.1,65.1,53.9,171,2024-02-22 14:59,60
FL002564,AI,International,B777,MAA,FRA,Contact,2024-03-25 18:15,2024-03-25 20:08,113,2024-03-25 18:39,4,37,51,39,29,37,12,14105,14.7,2,1,0,13,13,8.0,91.5,6,44.9,97.1,14,Fog,2.7,16.6,5.0,1,37,86.4,76.0,57.6,225,2024-03-25 22:24,112
FL002565,SpiceJet,Domestic,B737,BOM,CCU,Remote,2024-02-28 07:45,2024-02-28 08:32,47,2024-02-28 08:07,4,12,19,15,20,12,8,6989,6.8,1,0,0,7,4,4.7,100.0,3,30.0,99.1,9,Rain,5.7,37.4,4.2,0,0,52.6,81.3,67.6,101,2024-02-28 09:48,54
FL002566,IndiGo,International,B787,DXB,BOM,Contact,2024-01-31 10:30,2024-01-31 12:10,100,2024-01-31 11:13,1,41,34,39,28,34,12,17440,17.7,2,0,0,15,15,6.0,88.1,7,53.9,99.7,17,Cloudy,15.3,22.0,2.6,0,0,76.7,55.0,79.2,161,2024-01-31 13:54,61
FL002567,IndiGo,International,A320,FRA,BOM,Remote,2024-12-07 13:30,2024-12-07 14:27,57,2024-12-07 13:50,2,15,22,27,16,19,10,7396,7.6,1,0,0,7,7,3.6,83.8,3,31.4,89.8,5,Clear,22.3,4.0,0.8,1,24,50.1,78.7,64.2,128,2024-12-07 15:58,71
FL002568,IndiGo,Domestic,A320,HYD,MAA,Contact,2024-04-30 15:15,2024-04-30 16:03,48,2024-04-30 15:15,1,14,24,25,20,10,9,7007,6.1,1,0,0,13,13,6.3,81.5,3,30.0,96.0,8,Clear,8.3,2.7,1.6,0,0,51.3,62.7,77.6,89,2024-04-30 16:44,41
FL002569,British,International,A320,SIN,LHR,Contact,2024-06-29 11:00,2024-06-29 12:05,65,2024-06-29 11:12,0,21,19,31,13,18,12,9847,10.2,1,0,0,11,11,7.2,87.9,5,39.6,99.4,8,Cloudy,10.6,3.7,1.4,0,0,55.8,50.9,66.5,107,2024-06-29 12:59,42
FL002570,Lufthansa,Domestic,A321,BOM,MAA,Contact,2024-02-02 15:00,2024-02-02 15:46,46,2024-02-02 14:57,2,18,25,28,13,11,9,6129,5.9,1,0,0,10,10,1.2,81.2,7,60.1,92.1,16,Fog,2.6,4.4,5.5,0,0,48.1,48.4,65.6,112,2024-02-02 16:49,66
FL002571,SpiceJet,International,A320,HYD,BOM,Remote,2024-02-08 19:00,2024-02-08 19:54,54,2024-02-08 18:55,6,20,18,21,16,16,11,4579,3.9,1,1,1,7,7,5.1,80.9,3,30.0,95.3,8,Clear,22.2,17.6,0.0,0,0,42.2,70.9,73.3,111,2024-02-08 20:46,57
FL002572,Lufthansa,International,A330,FRA,MAA,Contact,2024-10-01 12:45,2024-10-01 14:25,100,2024-10-01 12:51,0,40,32,31,27,36,7,16082,15.4,2,0,1,14,14,6.7,88.1,1,30.0,89.8,1,Clear,28.2,2.3,0.3,0,0,70.3,53.7,60.9,153,2024-10-01 15:24,53
FL002573,IndiGo,Domestic,B737,MAA,HYD,Contact,2024-03-12 13:30,2024-03-12 14:16,46,2024-03-12 13:40,7,26,16,24,18,5,9,5622,4.6,1,0,1,7,7,8.8,91.4,5,36.9,96.4,13,Clear,10.0,16.1,0.0,0,0,50.3,80.4,79.7,111,2024-03-12 15:31,65
FL002574,Vistara,Domestic,B777,BLR,MAA,Remote,2024-08-05 17:00,2024-08-05 18:35,95,2024-08-05 17:02,0,36,35,50,26,18,10,11651,13.9,2,0,0,16,16,11.3,77.1,3,30.0,99.1,7,Cloudy,17.5,19.2,1.6,0,0,86.6,68.1,67.0,156,2024-08-05 19:38,61
FL002575,IndiGo,International,A321,LHR,DEL,Contact,2024-06-21 15:45,2024-06-21 16:58,73,2024-06-21 15:35,1,18,15,20,24,26,14,4822,4.3,1,0,1,8,6,8.1,100.0,5,40.2,97.4,10,Clear,24.2,17.4,0.0,0,0,50.0,63.9,76.4,118,2024-06-21 17:33,45
FL002576,Emirates,Domestic,A321,BOM,BLR,Contact,2024-10-19 20:45,2024-10-19 21:34,49,2024-10-19 20:35,0,13,16,21,23,15,7,9935,11.2,1,0,0,10,10,2.7,89.4,3,30.0,95.8,6,Clear,22.6,6.2,0.0,0,0,54.5,72.4,77.8,65,2024-10-19 21:40,16
FL002577,United,Domestic,A321,BOM,DEL,Contact,2024-06-23 10:15,2024-06-23 11:08,53,2024-06-23 10:30,3,11,28,25,17,12,8,8821,7.4,1,0,0,10,10,6.6,84.8,4,30.0,99.8,8,Cloudy,18.8,26.3,0.0,0,0,60.1,67.7,94.7,78,2024-06-23 11:48,25
FL002578,Emirates,Domestic,B777,BLR,MAA,Contact,2024-08-22 10:45,2024-08-22 12:23,98,2024-08-22 10:35,0,39,42,41,34,17,6,18407,21.5,3,0,0,18,18,4.8,82.0,5,42.9,95.0,13,Clear,11.0,14.4,0.0,1,20,92.3,65.0,60.9,162,2024-08-22 13:17,64
FL002579,SpiceJet,Domestic,B737,MAA,BLR,Contact,2024-08-15 13:15,2024-08-15 13:58,43,2024-08-15 13:33,5,17,16,20,13,9,5,9021,8.5,1,1,0,8,7,8.9,99.9,4,38.1,97.9,6,Storm,0.3,78.1,10.0,0,0,48.8,68.9,95.3,101,2024-08-15 15:14,58
FL002580,Emirates,Domestic,B737,BLR,DEL,Contact,2024-01-15 09:30,2024-01-15 10:10,40,2024-01-15 10:01,6,15,21,14,15,6,8,8311,9.6,1,0,1,5,5,10.6,85.0,5,34.5,99.2,10,Clear,22.2,15.5,0.2,0,0,51.5,59.2,64.1,87,2024-01-15 11:28,47
FL002581,AI,International,B737,FRA,DEL,Contact,2024-09-03 13:45,2024-09-03 14:45,60,2024-09-03 13:46,1,19,24,33,16,21,13,9433,8.4,1,0,0,11,11,3.4,88.5,2,30.0,98.8,4,Rain,6.7,36.9,3.4,0,0,43.8,59.2,65.8,116,2024-09-03 15:42,56
FL002582,Lufthansa,International,B787,SIN,ORD,Contact,2024-06-07 20:15,2024-06-07 21:59,104,2024-06-07 20:19,12,30,38,42,27,29,9,11648,13.9,2,0,0,12,12,7.5,81.6,1,30.0,95.7,2,Cloudy,15.7,3.9,1.9,0,0,82.8,56.7,58.1,154,2024-06-07 22:53,50
FL002583,Vistara,International,A320,ORD,HYD,Contact,2024-05-01 07:45,2024-05-01 08:52,67,2024-05-01 08:04,1,20,10,28,13,21,11,10381,9.3,1,0,0,4,4,7.4,82.9,10,80.3,91.0,22,Clear,23.3,18.3,0.0,0,0,56.4,59.3,78.0,115,2024-05-01 09:59,48
FL002584,SpiceJet,International,B787,BOM,MAA,Contact,2024-12-11 09:15,2024-12-11 11:02,107,2024-12-11 09:18,1,32,48,46,24,34,11,13054,13.8,2,1,0,12,12,7.7,83.6,8,69.7,98.7,15,Clear,24.3,8.0,0.0,0,0,83.2,62.9,62.5,176,2024-12-11 12:14,69
FL002585,Emirates,Domestic,B737,MAA,HYD,Remote,2024-05-05 16:00,2024-05-05 16:42,42,2024-05-05 15:56,1,12,6,27,11,6,6,5651,5.0,1,1,0,7,7,6.3,80.2,5,37.0,97.5,8,Clear,27.7,23.3,0.0,1,25,52.9,69.5,59.9,105,2024-05-05 17:41,63
FL002586,Emirates,Domestic,B777,CCU,MAA,Remote,2024-05-21 07:30,2024-05-21 09:09,99,2024-05-21 07:32,2,32,46,47,31,20,9,18669,18.6,3,0,0,20,20,2.4,86.0,5,40.5,96.6,11,Clear,22.2,10.8,0.0,0,0,87.9,84.2,61.8,156,2024-05-21 10:08,57
FL002587,AI,Domestic,A321,HYD,CCU,Contact,2024-01-17 14:30,2024-01-17 15:24,54,2024-01-17 14:33,7,22,24,19,15,14,6,11870,11.8,1,0,1,7,7,5.4,83.3,3,30.0,99.5,4,Clear,11.2,6.2,0.0,0,0,50.1,41.5,71.6,100,2024-01-17 16:13,46
FL002588,Qatar,International,A321,DXB,DOH,Remote,2024-01-03 18:45,2024-01-03 19:51,66,2024-01-03 19:03,0,17,28,25,16,19,9,8770,10.3,1,0,0,8,8,4.9,88.3,7,65.2,99.9,13,Storm,1.9,60.1,8.1,0,0,48.9,61.2,80.1,127,2024-01-03 21:10,61
FL002589,IndiGo,International,A320,FRA,HYD,Remote,2024-07-05 19:30,2024-07-05 20:23,53,2024-07-05 19:27,1,14,17,12,20,17,11,6527,6.2,1,0,0,7,7,7.7,89.9,3,30.0,99.5,9,Rain,6.0,44.5,3.3,0,0,43.9,69.2,62.7,110,2024-07-05 21:17,57
